BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VMBO;TL;Zorg & Welzijn;;32;31;1;6,3;,0;6,4
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Cultuur en Maatschappij;5;5;0;7,1;,0;7,2
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Economie en Maatschappij;4;4;0;6,4;,0;6,5
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;6,8;,0;6,8
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Gezondheid;9;9;0;6,8;,0;6,9
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Techniek;2;2;0;7,2;,0;7,3
00IP;00IP00;Kath SGM Hoofddorp;HAARLEMMERMEER;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,9;,0;7,0
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;14;14;0;6,8;,0;6,8
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;88;88;0;6,6;,0;6,6
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;7,4;,0;7,5
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;28;27;1;6,6;,0;6,6
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;13;12;1;6,8;,0;6,9
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;22;20;2;6,7;,0;6,8
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;8;8;0;7,1;,0;7,1
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;18;18;0;6,9;,0;7,0
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;7,0;,0;7,1
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;14;14;0;6,9;,0;6,9
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Techniek;6;6;0;7,0;,0;7,1
00JR;00JR00;SGM Spieringshoek;SCHIEDAM;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;24;24;0;6,9;,0;6,9
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;18;18;0;6,6;,0;6,7
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;34;34;0;6,6;,0;6,7
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;7,2;,0;7,2
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;24;24;0;6,6;,0;6,7
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;10;10;0;6,5;,0;6,6
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;3;3;0;6,4;,0;6,5
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;9;9;0;7,2;,0;7,3
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;14;14;0;6,8;,0;6,8
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;7,0;,0;7,1
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;4;4;0;6,7;,0;6,8
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid / Economie en Maatschappij;1;1;0;6,7;,0;6,8
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;10;10;0;7,0;,0;7,1
00JT;00JT00;GSG Guido;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;20;0;7,2;,0;7,2
00JT;00JT02;GSG Guido;AMERSFOORT;Utrecht;VMBO;BL;Intersect. programma;DP;33;33;0;6,8;,0;6,9
00JT;00JT02;GSG Guido;AMERSFOORT;Utrecht;VMBO;KL;Intersect. programma;DP;35;35;0;6,9;,0;7,0
00JT;00JT02;GSG Guido;AMERSFOORT;Utrecht;VMBO;TL;Economie;;29;28;1;6,5;,0;6,6
00JT;00JT02;GSG Guido;AMERSFOORT;Utrecht;VMBO;TL;Landbouw;;2;2;0;6,4;,0;6,3
00JT;00JT02;GSG Guido;AMERSFOORT;Utrecht;VMBO;TL;Techniek;;16;16;0;6,6;,0;6,7
00JT;00JT02;GSG Guido;AMERSFOORT;Utrecht;VMBO;TL;Zorg & Welzijn;;22;22;0;6,6;,0;6,7
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;HAVO;;;Cultuur en Maatschappij;4;4;0;6,5;,0;6,6
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;HAVO;;;Economie en Maatschappij;6;6;0;6,6;,0;6,7
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,5;,0;6,4
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;HAVO;;;Natuur en Gezondheid;11;9;2;6,2;,0;6,3
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;VMBO;TL;Economie;;9;9;0;6,5;,0;6,5
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;VMBO;TL;Techniek;;5;5;0;6,2;,0;6,2
00JT;00JT03;GSG Guido Guido De Bres;ARNHEM;Gelderland;VMBO;TL;Zorg & Welzijn;;25;24;1;6,3;,0;6,4
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;25;25;0;6,6;,0;6,7
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Economie en Maatschappij;111;107;4;6,5;,0;6,6
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;12;12;0;6,6;,0;6,7
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Natuur en Gezondheid;32;32;0;6,5;,0;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Natuur en Techniek;9;8;1;6,4;,0;6,4
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;33;32;1;6,7;,0;6,8
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VMBO;TL;Economie;;72;71;1;6,4;,0;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VMBO;TL;Landbouw;;5;5;0;6,5;,0;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VMBO;TL;Techniek;;17;17;0;6,5;,0;6,6
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VMBO;TL;Zorg & Welzijn;;44;42;2;6,4;,0;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Cultuur en Maatschappij;9;9;0;7,0;,0;7,1
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Economie en Maatschappij;24;22;2;6,5;,0;6,6
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;14;0;6,8;,0;6,9
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Natuur en Gezondheid;12;12;0;6,4;,0;6,5
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Natuur en Techniek;9;9;0;6,7;,0;6,8
00KV;00KV00;KSE 00KV;ETTEN-LEUR;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;56;55;1;6,8;,0;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Cultuur en Maatschappij;17;17;0;6,6;,0;6,7
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Economie en Maatschappij;41;39;2;6,4;,0;6,5
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,8;,0;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Natuur en Gezondheid;21;21;0;6,5;,0;6,6
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Natuur en Techniek;5;5;0;6,4;,0;6,6
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;7,0;,0;7,1
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Cultuur en Maatschappij;2;2;0;6,3;,0;6,3
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Economie en Maatschappij;5;5;0;6,4;,0;6,4
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;7,0;,0;7,1
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Gezondheid;5;5;0;6,5;,0;6,6
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Techniek;2;2;0;6,8;,0;6,9
00LJ;00LJ00;Chr Coll Schaersvoorde;AALTEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;20;20;0;6,9;,0;6,9
00LJ;00LJ01;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;Economie;;8;8;0;6,9;,0;7,0
00LJ;00LJ01;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;Landbouw;;5;5;0;6,5;,0;6,7
00LJ;00LJ01;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;Techniek;;4;4;0;6,6;,0;6,6
00LJ;00LJ01;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;Zorg & Welzijn;;11;11;0;6,6;,0;6,7
00LJ;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Gelderland;VMBO;TL;Economie;;22;22;0;6,4;,0;6,5
00LJ;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Gelderland;VMBO;TL;Landbouw;;3;3;0;6,4;,0;6,6
00LJ;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Gelderland;VMBO;TL;Techniek;;8;8;0;6,8;,0;6,8
00LJ;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Gelderland;VMBO;TL;Zorg & Welzijn;;16;16;0;6,4;,0;6,5
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Economie;EO;2;2;0;6,7;,0;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Landbouw;G;1;1;0;6,8;,0;6,8
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;BWI;9;9;0;6,1;,0;6,2
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Techniek;PIE;15;15;0;6,7;,0;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;BL;Zorg & Welzijn;ZWE;10;9;1;6,2;,0;6,3
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Economie;EO;14;14;0;6,4;,0;6,5
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Landbouw;G;7;7;0;6,6;,0;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Techniek;BWI;13;13;0;6,4;,0;6,5
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Techniek;PIE;14;14;0;6,6;,0;6,7
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;GL;Zorg & Welzijn;ZWE;36;36;0;6,6;,0;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Economie;EO;12;12;0;6,1;,0;6,2
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Landbouw;G;1;1;0;6,8;,0;7,0
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;BWI;12;12;0;6,3;,0;6,4
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Techniek;PIE;12;12;0;6,6;,0;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;KL;Zorg & Welzijn;ZWE;10;10;0;6,5;,0;6,6
00LJ;00LJ05;Chr Coll Schaersvoorde;AALTEN;Gelderland;VMBO;TL;Zorg & Welzijn;;1;1;0;6,4;,0;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Cultuur en Maatschappij;12;12;0;6,6;,0;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij;66;64;2;6,4;,0;6,4
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,4;,0;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Gezondheid;22;22;0;6,5;,0;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Techniek;15;15;0;6,5;,0;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;14;13;1;6,4;,0;6,5
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VMBO;TL;Economie;;32;32;0;6,6;,0;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VMBO;TL;Landbouw;;4;4;0;6,8;,0;6,9
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VMBO;TL;Techniek;;17;17;0;6,5;,0;6,6
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VMBO;TL;Zorg & Welzijn;;11;11;0;6,7;,0;6,8
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Cultuur en Maatschappij;8;8;0;6,8;,0;6,8
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Economie en Maatschappij;43;43;0;6,6;,0;6,7
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;24;24;0;6,8;,0;6,9
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Gezondheid;14;14;0;6,6;,0;6,7
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Techniek;10;10;0;6,7;,0;6,8
00MK;00MK00;Kath SGM De Breul;ZEIST;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;33;33;0;7,1;,0;7,2
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;6;6;0;6,4;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;36;34;2;6,3;,0;6,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;7;1;6,5;,0;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;44;41;3;6,4;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;2;2;0;6,3;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,3;,0;6,4
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;Economie;;19;18;1;6,4;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;Landbouw;;39;39;0;6,5;,0;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VMBO;TL;Zorg & Welzijn;;17;16;1;6,5;,0;6,6
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;12;12;0;6,4;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;8;1;6,5;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;30;28;2;6,4;,0;6,5
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;4;3;1;6,1;,0;6,2
00ML;00ML00;Meridiaancollege RK SGM;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;29;28;1;6,7;,0;6,7
00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;21;21;0;6,8;,0;6,9
00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;Utrecht;VMBO;GL;Zorg & Welzijn;ZWE;11;11;0;6,9;,0;6,9
00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;Utrecht;VMBO;TL;Economie;;94;94;0;6,6;,0;6,7
00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;Utrecht;VMBO;TL;Landbouw;;3;3;0;6,5;,0;6,7
00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;Utrecht;VMBO;TL;Techniek;;30;30;0;6,8;,0;6,9
00ML;00ML02;Mavo Muurhuizen;AMERSFOORT;Utrecht;VMBO;TL;Zorg & Welzijn;;32;32;0;6,7;,0;6,8
00ML;00ML05;'t Hooghe Landt;AMERSFOORT;Utrecht;HAVO;;;Cultuur en Maatschappij;13;11;2;6,4;,0;6,5
00ML;00ML05;'t Hooghe Landt;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij;54;53;1;6,4;,0;6,5
00ML;00ML05;'t Hooghe Landt;AMERSFOORT;Utrecht;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,8;,0;6,9
00ML;00ML05;'t Hooghe Landt;AMERSFOORT;Utrecht;HAVO;;;Natuur en Gezondheid;36;35;1;6,4;,0;6,5
00ML;00ML05;'t Hooghe Landt;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek;14;13;1;6,6;,0;6,6
00ML;00ML05;'t Hooghe Landt;AMERSFOORT;Utrecht;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;14;14;0;6,8;,0;6,9
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;BL;Economie;EO;8;8;0;6,3;,0;6,4
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;BL;Economie;HBR;6;6;0;6,4;,0;6,4
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;BL;Techniek;BWI;4;4;0;6,1;,0;6,1
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;BL;Techniek;MTR;4;4;0;6,3;,0;6,4
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;BL;Techniek;PIE;5;5;0;6,8;,0;6,9
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;BL;Zorg & Welzijn;ZWE;19;19;0;6,6;,0;6,6
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;KL;Economie;EO;8;8;0;6,7;,0;6,7
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;KL;Economie;HBR;6;6;0;6,6;,0;6,6
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;KL;Techniek;BWI;2;2;0;6,7;,0;6,7
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;KL;Techniek;MTR;2;2;0;6,7;,0;6,8
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;KL;Techniek;PIE;5;5;0;7,0;,0;7,1
00ML;00ML09;Het Element;AMERSFOORT;Utrecht;VMBO;KL;Zorg & Welzijn;ZWE;26;26;0;6,9;,0;6,9
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VMBO;TL;Economie;;40;38;2;6,3;,0;6,4
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VMBO;TL;Landbouw;;2;2;0;6,8;,0;6,8
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VMBO;TL;Techniek;;11;11;0;6,3;,0;6,4
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VMBO;TL;Zorg & Welzijn;;26;26;0;6,5;,0;6,6
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VWO;;;Cultuur en Maatschappij;3;3;0;6,8;,0;6,9
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij;12;12;0;6,5;,0;6,6
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;7,0;,0;7,1
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VWO;;;Natuur en Gezondheid;12;12;0;6,5;,0;6,6
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek;8;8;0;6,3;,0;6,4
00ML;00ML12;'t Hooghe Landt;AMERSFOORT;Utrecht;VWO;;;Natuur en Techniek / Natuur en Gezondheid;36;36;0;6,7;,0;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Cultuur en Maatschappij;14;14;0;6,5;,0;6,6
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Economie en Maatschappij;36;36;0;6,4;,0;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;7,0;,0;7,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Gezondheid;19;19;0;6,5;,0;6,6
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Techniek;6;6;0;6,8;,0;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;16;16;0;6,7;,0;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VMBO;TL;Economie;;24;23;1;6,4;,0;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VMBO;TL;Techniek;;10;10;0;6,6;,0;6,7
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VMBO;TL;Zorg & Welzijn;;22;22;0;6,5;,0;6,5
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Cultuur en Maatschappij;8;8;0;7,0;,0;7,1
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Economie en Maatschappij;5;5;0;6,6;,0;6,7
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,7;,0;6,8
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Gezondheid;13;13;0;6,8;,0;6,9
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Techniek;1;1;0;7,2;,0;7,2
00MP;00MP00;De Noordgouw;HEERDE;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;22;22;0;6,9;,0;7,0
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;HAVO;;;Cultuur en Maatschappij;11;11;0;6,6;,0;6,7
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;HAVO;;;Economie en Maatschappij;56;56;0;6,5;,0;6,6
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,9;,0;6,9
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Gezondheid;18;18;0;6,7;,0;6,8
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Techniek;4;4;0;6,7;,0;6,8
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,9;,0;7,0
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;VWO;;;Cultuur en Maatschappij;2;2;0;6,6;,0;6,7
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;VWO;;;Economie en Maatschappij;15;15;0;6,9;,0;6,9
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;7,2;,0;7,3
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;VWO;;;Natuur en Gezondheid;5;5;0;6,6;,0;6,8
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;VWO;;;Natuur en Techniek;3;3;0;6,8;,0;6,8
00MV;00MV00;Scholen aan Zee;DEN HELDER;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;17;17;0;7,0;,0;7,0
00MV;00MV01;Locatie, Mavo aan Zee;DEN HELDER;Noord-Holland;VMBO;TL;Economie;;109;109;0;6,7;,0;6,8
00MV;00MV01;Locatie, Mavo aan Zee;DEN HELDER;Noord-Holland;VMBO;TL;Landbouw;;1;1;0;6,3;,0;6,3
00MV;00MV01;Locatie, Mavo aan Zee;DEN HELDER;Noord-Holland;VMBO;TL;Techniek;;25;25;0;6,6;,0;6,7
